region,address,price,total_area,kitchen_area,living_area,rooms_count,floor,floors_number,build_date,is_complete,completion_year,house_material,parking,decoration,balcony,longitude,latitude,passenger_elevator,cargo_elevator,metro,metro_distance,metro_transport,district,is_apartments,is_auction
msk,"Москва, Минская ул., 1Гк2",130000000,370.0,25.0,235.0,5,21,21,2006,empty,empty,brick,empty,empty,0,37.49939,55.712127,1,empty,Ломоносовский проспект,15,walk,"Раменки,ЗАО",0,1
msk,"Москва, Краснопресненская набережная улица, 14а к.3",130000000,118.2,15.0,59.5,3,34,65,2022,empty,empty,monolith,underground,empty,empty,37.548465,55.75204,empty,empty,Выставочная,2,transport,"Пресненский,ЦАО",empty,1
msk,"Москва, Москва, проспект Генерала Дорохова, 39к1Е",130000000,102.2,39.6,29.0,3,9,12,2022,empty,empty,monolith,underground,empty,0,37.498186,55.717173,2,empty,"Минская,Ломоносовский проспект","5,6","transport,transport","Раменки,ЗАО",empty,1
msk,"Россия, г. Москва, Студенческая ул., д. 20",141222563,109.8,empty,empty,3,7,15,empty,empty,empty,empty,empty,empty,empty,37.549983,55.743335,empty,empty,"Студенческая,Выставочная,Деловой центр","9,14,6","walk,walk,transport","Дорогомилово,ЗАО",0,1
msk,"Москва, Костикова ул., 4к6",145000000,134.0,15.0,86.0,4,3,21,2023,empty,empty,monolith,underground,empty,2,37.55637,55.761497,1,1,Улица 1905 года,9,walk,"Пресненский,ЦАО",empty,1
msk,"Россия, Москва, улица Остоженка, 3/14",149300000,160.1,20.0,120.0,4,3,6,1907,empty,empty,brick,empty,empty,2,37.60196,55.743857,1,1,Кропоткинская,2,walk,"Хамовники,ЦАО",0,1
msk,"Россия, Москва, улица Остоженка, 5",160000000,155.0,20.0,120.0,4,6,7,1914,empty,empty,brick,empty,empty,2,37.601439,55.74333,1,1,Кропоткинская,3,walk,"Хамовники,ЦАО",0,1
msk,"Москва, Москва, Береговая ул, 4к5",180000000,451.0,15.0,empty,6,2,6,2005,empty,empty,monolithBrick,empty,empty,1,37.470294,55.828693,1,0,Стрешнево,6,transport,"Покровское-Стрешнево,СЗАО",empty,1
msk,"Россия, г. Москва, Софийская наб., д. 34",214000000,142.8,empty,empty,3,6,8,empty,empty,empty,empty,empty,empty,empty,37.622783,55.747287,empty,empty,"Третьяковская,Новокузнецкая","11,11","walk,walk","Якиманка,ЦАО",1,1
msk,"Москва, Мосфильмовская улица, 8",226800000,168.0,empty,empty,2,50,53,2011,empty,empty,monolith,underground,empty,empty,37.527256,55.723587,3,empty,"Минская,Кутузовская,Парк Победы","4,7,9","transport,transport,transport","Раменки,ЗАО",0,1
msk,"Москва, улица Пырьева, 2А",229674999,192.0,empty,empty,3,29,33,empty,empty,empty,monolithBrick,underground,empty,empty,37.527256,55.723587,1,1,"Минская,Кутузовская,Парк Победы","5,7,9","transport,transport,transport","Раменки,ЗАО",0,1
msk,"Москва, Погодинская, 4",230000000,142.0,15.0,95.0,3,5,9,2014,empty,empty,monolithBrick,underground,empty,1,37.571013,55.734973,2,empty,"Фрунзенская,Парк Культуры","16,5","walk,transport","Хамовники,ЦАО",0,1
msk,"Москва, Арбат, 24",290000000,330.0,13.9,51.3,4,5,8,empty,empty,empty,monolithBrick,underground,empty,empty,37.592177,55.750089,empty,empty,"Смоленская,Арбатская,Кропоткинская","9,10,13","walk,walk,walk","Арбат,ЦАО",0,1
msk,"Москва, Газетный переулок, 13с2",320000000,177.4,empty,empty,4,4,5,2022,empty,empty,monolith,underground,empty,empty,37.60885,55.758818,1,1,"Охотный ряд,Тверская,Пушкинская","8,10,11","walk,walk,walk","Пресненский,ЦАО",1,1
msk,"Россия, Москва, улица Ефремова, д. 19, корп. 2",330000000,188.7,21.0,empty,4,3,7,2015,empty,empty,monolithBrick,underground,empty,empty,37.57139,55.721863,empty,empty,Спортивная,6,walk,"Хамовники,ЦАО",empty,1
